member,field_path,dtype,shape,size,missing_or_nonfinite,numeric_min,numeric_max,candidate_role
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#22/LR1865SZ_cycle201214_002_1.xlsx,记录表.Energy(Wh),float64,141709,141709,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#22/LR1865SZ_cycle201214_002_1.xlsx,记录表.Temperature(℃),object,141709,141709,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#22/LR1865SZ_cycle201214_002_1.xlsx,记录表.Date_Time,datetime64[ns],141709,141709,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#22/LR1865SZ_cycle201214_002_1.xlsx,记录表.Cycle_Index,int64,141709,141709,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#22/LR1865SZ_first20cycle201210_002_1.xlsx,记录表.Data_Point,int64,325012,325012,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#22/LR1865SZ_first20cycle201210_002_1.xlsx,记录表.Test_Time(s),object,325012,325012,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#22/LR1865SZ_first20cycle201210_002_1.xlsx,记录表.Current(A),float64,325012,325012,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#22/LR1865SZ_first20cycle201210_002_1.xlsx,记录表.Capacity(Ah),float64,325012,325012,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#22/LR1865SZ_first20cycle201210_002_1.xlsx,记录表.Voltage(V),float64,325012,325012,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#22/LR1865SZ_first20cycle201210_002_1.xlsx,记录表.Energy(Wh),float64,325012,325012,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#22/LR1865SZ_first20cycle201210_002_1.xlsx,记录表.Temperature(℃),object,325012,325012,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#22/LR1865SZ_first20cycle201210_002_1.xlsx,记录表.Date_Time,datetime64[ns],325012,325012,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#22/LR1865SZ_first20cycle201210_002_1.xlsx,记录表.Cycle_Index,int64,325012,325012,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_cycles201226_002_1.xlsx,记录表.Data_Point,int64,153386,153386,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_cycles201226_002_1.xlsx,记录表.Test_Time(s),object,153386,153386,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_cycles201226_002_1.xlsx,记录表.Current(A),float64,153386,153386,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_cycles201226_002_1.xlsx,记录表.Capacity(Ah),float64,153386,153386,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_cycles201226_002_1.xlsx,记录表.Voltage(V),float64,153386,153386,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_cycles201226_002_1.xlsx,记录表.Energy(Wh),float64,153386,153386,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_cycles201226_002_1.xlsx,记录表.Temperature(℃),float64,153386,153386,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_cycles201226_002_1.xlsx,记录表.Date_Time,datetime64[ns],153386,153386,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_cycles201226_002_1.xlsx,记录表.Cycle_Index,int64,153386,153386,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_first20cycle201222_002_1.xlsx,记录表.Data_Point,int64,322719,322719,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_first20cycle201222_002_1.xlsx,记录表.Test_Time(s),object,322719,322719,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_first20cycle201222_002_1.xlsx,记录表.Current(A),float64,322719,322719,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_first20cycle201222_002_1.xlsx,记录表.Capacity(Ah),float64,322719,322719,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_first20cycle201222_002_1.xlsx,记录表.Voltage(V),float64,322719,322719,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_first20cycle201222_002_1.xlsx,记录表.Energy(Wh),float64,322719,322719,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_first20cycle201222_002_1.xlsx,记录表.Temperature(℃),float64,322719,322719,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_first20cycle201222_002_1.xlsx,记录表.Date_Time,datetime64[ns],322719,322719,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#23/LR1865SZ_first20cycle201222_002_1.xlsx,记录表.Cycle_Index,int64,322719,322719,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_cycle201214_002_2.xlsx,记录表.Data_Point,int64,178441,178441,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_cycle201214_002_2.xlsx,记录表.Test_Time(s),object,178441,178441,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_cycle201214_002_2.xlsx,记录表.Current(A),float64,178441,178441,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_cycle201214_002_2.xlsx,记录表.Capacity(Ah),float64,178441,178441,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_cycle201214_002_2.xlsx,记录表.Voltage(V),float64,178441,178441,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_cycle201214_002_2.xlsx,记录表.Energy(Wh),float64,178441,178441,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_cycle201214_002_2.xlsx,记录表.Temperature(℃),float64,178441,178441,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_cycle201214_002_2.xlsx,记录表.Date_Time,datetime64[ns],178441,178441,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_cycle201214_002_2.xlsx,记录表.Cycle_Index,int64,178441,178441,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_first20cycle201210_002_2.xlsx,记录表.Data_Point,int64,318819,318819,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_first20cycle201210_002_2.xlsx,记录表.Test_Time(s),object,318819,318819,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_first20cycle201210_002_2.xlsx,记录表.Current(A),float64,318819,318819,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_first20cycle201210_002_2.xlsx,记录表.Capacity(Ah),float64,318819,318819,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_first20cycle201210_002_2.xlsx,记录表.Voltage(V),float64,318819,318819,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_first20cycle201210_002_2.xlsx,记录表.Energy(Wh),float64,318819,318819,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_first20cycle201210_002_2.xlsx,记录表.Temperature(℃),float64,318819,318819,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_first20cycle201210_002_2.xlsx,记录表.Date_Time,datetime64[ns],318819,318819,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#26/LR1865SZ_first20cycle201210_002_2.xlsx,记录表.Cycle_Index,int64,318819,318819,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_cycle201214_002_3.xlsx,记录表.Data_Point,int64,129692,129692,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_cycle201214_002_3.xlsx,记录表.Test_Time(s),object,129692,129692,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_cycle201214_002_3.xlsx,记录表.Current(A),float64,129692,129692,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_cycle201214_002_3.xlsx,记录表.Capacity(Ah),float64,129692,129692,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_cycle201214_002_3.xlsx,记录表.Voltage(V),float64,129692,129692,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_cycle201214_002_3.xlsx,记录表.Energy(Wh),float64,129692,129692,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_cycle201214_002_3.xlsx,记录表.Temperature(℃),object,129692,129692,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_cycle201214_002_3.xlsx,记录表.Date_Time,datetime64[ns],129692,129692,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_cycle201214_002_3.xlsx,记录表.Cycle_Index,int64,129692,129692,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_first20cycle201210_002_3.xlsx,记录表.Data_Point,int64,314399,314399,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_first20cycle201210_002_3.xlsx,记录表.Test_Time(s),object,314399,314399,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_first20cycle201210_002_3.xlsx,记录表.Current(A),float64,314399,314399,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_first20cycle201210_002_3.xlsx,记录表.Capacity(Ah),float64,314399,314399,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_first20cycle201210_002_3.xlsx,记录表.Voltage(V),float64,314399,314399,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_first20cycle201210_002_3.xlsx,记录表.Energy(Wh),float64,314399,314399,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_first20cycle201210_002_3.xlsx,记录表.Temperature(℃),object,314399,314399,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_first20cycle201210_002_3.xlsx,记录表.Date_Time,datetime64[ns],314399,314399,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#29/LR1865SZ_first20cycle201210_002_3.xlsx,记录表.Cycle_Index,int64,314399,314399,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_cycles201214_002_4.xlsx,记录表.Data_Point,int64,202516,202516,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_cycles201214_002_4.xlsx,记录表.Test_Time(s),object,202516,202516,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_cycles201214_002_4.xlsx,记录表.Current(A),float64,202516,202516,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_cycles201214_002_4.xlsx,记录表.Capacity(Ah),float64,202516,202516,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_cycles201214_002_4.xlsx,记录表.Voltage(V),float64,202516,202516,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_cycles201214_002_4.xlsx,记录表.Energy(Wh),float64,202516,202516,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_cycles201214_002_4.xlsx,记录表.Temperature(℃),object,202516,202516,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_cycles201214_002_4.xlsx,记录表.Date_Time,datetime64[ns],202516,202516,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_cycles201214_002_4.xlsx,记录表.Cycle_Index,int64,202516,202516,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_first20cycle201210_002_4.xlsx,记录表.Data_Point,int64,316187,316187,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_first20cycle201210_002_4.xlsx,记录表.Test_Time(s),object,316187,316187,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_first20cycle201210_002_4.xlsx,记录表.Current(A),float64,316187,316187,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_first20cycle201210_002_4.xlsx,记录表.Capacity(Ah),float64,316187,316187,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_first20cycle201210_002_4.xlsx,记录表.Voltage(V),float64,316187,316187,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_first20cycle201210_002_4.xlsx,记录表.Energy(Wh),float64,316187,316187,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_first20cycle201210_002_4.xlsx,记录表.Temperature(℃),object,316187,316187,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_first20cycle201210_002_4.xlsx,记录表.Date_Time,datetime64[ns],316187,316187,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#32/LR1865SZ_first20cycle201210_002_4.xlsx,记录表.Cycle_Index,int64,316187,316187,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_cycles201214_002_5.xlsx,记录表.Data_Point,int64,197778,197778,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_cycles201214_002_5.xlsx,记录表.Test_Time(s),object,197778,197778,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_cycles201214_002_5.xlsx,记录表.Current(A),float64,197778,197778,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_cycles201214_002_5.xlsx,记录表.Capacity(Ah),float64,197778,197778,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_cycles201214_002_5.xlsx,记录表.Voltage(V),float64,197778,197778,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_cycles201214_002_5.xlsx,记录表.Energy(Wh),float64,197778,197778,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_cycles201214_002_5.xlsx,记录表.Temperature(℃),float64,197778,197778,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_cycles201214_002_5.xlsx,记录表.Date_Time,datetime64[ns],197778,197778,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_cycles201214_002_5.xlsx,记录表.Cycle_Index,int64,197778,197778,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_first20cycle201210_002_5.xlsx,记录表.Data_Point,int64,314675,314675,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_first20cycle201210_002_5.xlsx,记录表.Test_Time(s),object,314675,314675,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_first20cycle201210_002_5.xlsx,记录表.Current(A),float64,314675,314675,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_first20cycle201210_002_5.xlsx,记录表.Capacity(Ah),float64,314675,314675,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_first20cycle201210_002_5.xlsx,记录表.Voltage(V),float64,314675,314675,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_first20cycle201210_002_5.xlsx,记录表.Energy(Wh),float64,314675,314675,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_first20cycle201210_002_5.xlsx,记录表.Temperature(℃),float64,314675,314675,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_first20cycle201210_002_5.xlsx,记录表.Date_Time,datetime64[ns],314675,314675,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#35/LR1865SZ_first20cycle201210_002_5.xlsx,记录表.Cycle_Index,int64,314675,314675,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_cycles201214_002_6.xlsx,记录表.Data_Point,int64,206074,206074,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_cycles201214_002_6.xlsx,记录表.Test_Time(s),object,206074,206074,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_cycles201214_002_6.xlsx,记录表.Current(A),float64,206074,206074,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_cycles201214_002_6.xlsx,记录表.Capacity(Ah),float64,206074,206074,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_cycles201214_002_6.xlsx,记录表.Voltage(V),float64,206074,206074,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_cycles201214_002_6.xlsx,记录表.Energy(Wh),float64,206074,206074,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_cycles201214_002_6.xlsx,记录表.Temperature(℃),object,206074,206074,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_cycles201214_002_6.xlsx,记录表.Date_Time,datetime64[ns],206074,206074,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_cycles201214_002_6.xlsx,记录表.Cycle_Index,int64,206074,206074,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_first20cycle201210_002_6.xlsx,记录表.Data_Point,int64,327078,327078,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_first20cycle201210_002_6.xlsx,记录表.Test_Time(s),object,327078,327078,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_first20cycle201210_002_6.xlsx,记录表.Current(A),float64,327078,327078,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_first20cycle201210_002_6.xlsx,记录表.Capacity(Ah),float64,327078,327078,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_first20cycle201210_002_6.xlsx,记录表.Voltage(V),float64,327078,327078,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_first20cycle201210_002_6.xlsx,记录表.Energy(Wh),float64,327078,327078,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_first20cycle201210_002_6.xlsx,记录表.Temperature(℃),object,327078,327078,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_first20cycle201210_002_6.xlsx,记录表.Date_Time,datetime64[ns],327078,327078,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#38/LR1865SZ_first20cycle201210_002_6.xlsx,记录表.Cycle_Index,int64,327078,327078,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_cycles201221_002_8.xlsx,记录表.Data_Point,int64,205145,205145,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_cycles201221_002_8.xlsx,记录表.Test_Time(s),object,205145,205145,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_cycles201221_002_8.xlsx,记录表.Current(A),float64,205145,205145,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_cycles201221_002_8.xlsx,记录表.Capacity(Ah),float64,205145,205145,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_cycles201221_002_8.xlsx,记录表.Voltage(V),float64,205145,205145,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_cycles201221_002_8.xlsx,记录表.Energy(Wh),float64,205145,205145,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_cycles201221_002_8.xlsx,记录表.Temperature(℃),float64,205145,205145,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_cycles201221_002_8.xlsx,记录表.Date_Time,datetime64[ns],205145,205145,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_cycles201221_002_8.xlsx,记录表.Cycle_Index,int64,205145,205145,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_first20cycle201217_002_8.xlsx,记录表.Data_Point,int64,316463,316463,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_first20cycle201217_002_8.xlsx,记录表.Test_Time(s),object,316463,316463,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_first20cycle201217_002_8.xlsx,记录表.Current(A),float64,316463,316463,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_first20cycle201217_002_8.xlsx,记录表.Capacity(Ah),float64,316463,316463,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_first20cycle201217_002_8.xlsx,记录表.Voltage(V),float64,316463,316463,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_first20cycle201217_002_8.xlsx,记录表.Energy(Wh),float64,316463,316463,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_first20cycle201217_002_8.xlsx,记录表.Temperature(℃),float64,316463,316463,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_first20cycle201217_002_8.xlsx,记录表.Date_Time,datetime64[ns],316463,316463,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#41/LR1865SZ_first20cycle201217_002_8.xlsx,记录表.Cycle_Index,int64,316463,316463,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_cycles201003_003_5.xlsx,记录表.Data_Point,int64,477091,477091,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_cycles201003_003_5.xlsx,记录表.Test_Time(s),object,477091,477091,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_cycles201003_003_5.xlsx,记录表.Current(A),float64,477091,477091,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_cycles201003_003_5.xlsx,记录表.Capacity(Ah),float64,477091,477091,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_cycles201003_003_5.xlsx,记录表.Voltage(V),float64,477091,477091,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_cycles201003_003_5.xlsx,记录表.Energy(Wh),float64,477091,477091,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_cycles201003_003_5.xlsx,记录表.Temperature(℃),float64,477091,477091,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_cycles201003_003_5.xlsx,记录表.Date_Time,datetime64[ns],477091,477091,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_cycles201003_003_5.xlsx,记录表.Cycle_Index,int64,477091,477091,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_first20cycle200927_003_5.xlsx,记录表.Data_Point,int64,316578,316578,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_first20cycle200927_003_5.xlsx,记录表.Test_Time(s),object,316578,316578,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_first20cycle200927_003_5.xlsx,记录表.Current(A),float64,316578,316578,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_first20cycle200927_003_5.xlsx,记录表.Capacity(Ah),float64,316578,316578,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_first20cycle200927_003_5.xlsx,记录表.Voltage(V),float64,316578,316578,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_first20cycle200927_003_5.xlsx,记录表.Energy(Wh),float64,316578,316578,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_first20cycle200927_003_5.xlsx,记录表.Temperature(℃),float64,316578,316578,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_first20cycle200927_003_5.xlsx,记录表.Date_Time,datetime64[ns],316578,316578,,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#44/LR1865SZ_first20cycle200927_003_5.xlsx,记录表.Cycle_Index,int64,316578,316578,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#45/LR1865SZ_cycles201221_003_5.xlsx,记录表.Data_Point,int64,243778,243778,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#45/LR1865SZ_cycles201221_003_5.xlsx,记录表.Test_Time(s),object,243778,243778,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#45/LR1865SZ_cycles201221_003_5.xlsx,记录表.Current(A),float64,243778,243778,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#45/LR1865SZ_cycles201221_003_5.xlsx,记录表.Capacity(Ah),float64,243778,243778,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#45/LR1865SZ_cycles201221_003_5.xlsx,记录表.Voltage(V),float64,243778,243778,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#45/LR1865SZ_cycles201221_003_5.xlsx,记录表.Energy(Wh),float64,243778,243778,0,,,other
kw34hhw7xg-3/Cycled with Fixed Current Profiles/#45/LR1865SZ_cycles201221_003_5.xlsx,记录表.Temperature(℃),float64,243778,243778,0,,,other
